Acceleration_MPerS2_1X;Acceleration_MPerS2_1Y;Acceleration_MPerS2_1Z;Acceleration_MPerS2_2X;Acceleration_MPerS2_2Y;Acceleration_MPerS2_2Z
1,54;6,4;-10,56;-1,33;0,29;3,63
-2,5;6,02;-8,43;-3,77;14,34;-1,25
-1,67;6,68;-9,13;1,45;11,81;-0,48
0,58;8,22;-10,43;2,86;6;3,33
0,93;5,63;-6,48;3,92;13,22;-4,37
0,09;4,34;-5,76;2,95;5,73;-0,5
-1,26;4,99;-8,28;-6,55;4,06;-2
1,12;4,44;-4,44;-3,97;13,76;-4,79
0,5;3,98;-2,11;4,4;14,53;3,34
-2,44;2,57;-6,91;3,25;9,41;-2,24
0,82;4,26;-10,45;1,43;0,02;-1,38
0,63;5,79;-10,72;-3,24;7,09;2,88
-2,85;5,03;-9,2;-2,6;17,59;-2,63
-0,85;7,59;-9,86;2,6;7,52;3,87
1,14;7,77;-11,16;0,98;9,88;1,06
1,76;5,45;-7,02;3,4;13,74;-4,7
0,71;5,02;-7,53;-0,71;3,5;0,83
-0,71;5,28;-9,7;-8,35;9,75;-3,24
1,53;5,67;-3,54;-0,28;17,27;-0,08
0,1;3,12;-2,8;4,21;13,59;1,57
-2,38;2,43;-8,14;1,94;7,15;-4,41
0,47;6,07;-10,75;-0,34;3,3;2,82
-0,3;5,54;-9,99;-4,24;14,73;1,12
-2,42;4,56;-7,58;-0,8;15,43;-1,44
-0,71;7,66;-10,33;1,59;7,89;4,22
0,64;7,05;-10,93;2,19;15,84;-1,34
1,87;3,49;-7,39;2,81;9,71;-0,88
0,04;3,35;-9,58;-5,58;2,39;-0,19
-0,85;4,83;-8,8;-6,36;14,81;-3,48
2,19;4,7;-3,83;2,61;17,91;3,05
-0,62;3,43;-5,51;3,56;10,71;-0,65
-2,19;4,16;-9,89;0,96;3,24;-2,39
1,49;6,7;-11,19;-1,98;5,54;4,39
-0,85;6,87;-10,09;-3,1;16,18;-0,44
-3,31;7,25;-8,66;1,22;11,51;1,27
-0,92;9,08;-10,03;2,05;8,52;2,06
0,8;7,81;-9,81;1,73;13,23;-3,55
0,86;4,76;-6,95;0,19;4,96;0,33
-0,84;4,26;-8,59;-6,75;5,95;-3,39
-0,21;5,3;-6,86;-3,7;16,65;-2,36
0,98;4,76;-1,98;3,86;14,54;3,54
-2,17;3,69;-5,28;3;7,28;-3,17
-1,71;4,13;-9,21;1,19;1,84;0,72
1,1;6,49;-10,41;-2,72;8,58;1,98
-1,57;7,14;-8,75;-2,09;15,62;-1,47
-2,93;5,97;-7;3,15;8,27;4,48
-0,72;8,2;-10,81;2,37;10,35;-1,74
0,93;7,64;-8,73;2,44;10,22;-2,18
0,78;4,18;-6,57;-2,39;1,55;0,58
-1,16;4,77;-9,49;-7,74;10,43;-6,15
0,44;4,4;-4,6;0,31;17;1,65
1,35;4,41;-1,8;5,17;10,27;0,63
-1,9;4,57;-6,28;2,38;3,24;-4,36
0,13;4,14;-10,04;-1,27;1,96;4,27
1,61;6,31;-10,65;-2,67;12,28;-1,02
-2,34;5,24;-6,87;2,39;12,61;-0,66
-2,44;5,95;-7,02;3,19;6,76;4,14
-0,28;8,62;-9,43;2,33;11,54;-3,97
0,98;5,92;-7,21;2,24;5,82;-0,78
0,49;3,91;-7,48;-5,42;3,69;-1,79
-0,84;3,47;-8,27;-5,03;14,36;-5,35
1,5;4,51;-4,05;3,38;14,65;2,51
0,76;5,23;-2,43;3,57;9,43;-1,76
-2,15;2,98;-7,11;0,12;1,65;-2,01
1,08;4,16;-11,78;-3,13;5,28;2,84
1,45;6,07;-11,48;-2,02;16,7;-1,9
-2,28;5,39;-8,31;2,44;9,78;2,37
-1,66;6,73;-8,67;2,41;10,22;1,68
0,07;7,97;-10,33;3,2;13,17;-3,14
0,81;5,29;-7,88;-0,24;2,84;0,01
0,17;3,97;-7,98;-7,88;9,4;-4,5
-0,47;5,38;-8,62;-1,98;18,22;-1,57
1,4;4,21;-3,08;5,82;14,55;2,35
-0,12;3,61;-2,47;2,14;7,09;-3,77
-2,01;3,43;-8,54;-1,62;2,31;1,36
0,99;4,45;-11,34;-3,08;13,97;1,45
0,33;6,37;-10,37;-1,06;16,4;-1,1
-2,12;4,21;-8,62;2,31;8,71;4,57
-0,6;6,64;-9,73;1,9;15,13;-0,52
0,58;8,53;-9,85;1,35;10,42;-1,04
1,44;3,86;-7,87;-4,61;2,96;0,01
0,53;4,02;-10,5;-6,93;13,69;-4,38
-0,78;4,98;-9,11;2,66;17,92;2,46
1,23;4,63;-2,8;5,08;11,66;0,81
-0,53;4,43;-4,37;0,87;3,23;-1,97
-2,46;3,63;-9,58;-3,01;3,82;4,17
0,57;6,6;-11,67;-3,82;15,66;-0,62
-0,52;6,8;-10,01;2,46;12,42;1,28
-2,45;5,49;-7,86;2,02;9,17;3,47
-1,16;8,27;-9,8;0,66;14,41;-3,25
-0,22;8,21;-9,08;0,51;4,3;0,22
1,06;4,74;-7,27;-7,64;5,4;-2,28
-0,68;4,19;-9,82;-4,08;17,28;-3,12
-0,88;5,79;-6,86;4,99;14,57;3,63
1,59;4,6;-1,87;3,54;8,23;-2,01
-1,63;3,03;-4,99;0,54;0,46;-0,37
-1,98;4,91;-9,33;-3,76;7,36;2,94
1,24;7,82;-10,76;-1,92;16,64;-1,32
-1,36;6,97;-9,57;3,73;6,72;2,76
-2,83;5,69;-8,03;2,64;10,15;-0,49
-1;8,68;-9,64;2,21;11,88;-2,89
0,56;7,7;-8,2;-2,56;1,1;-0,16
1,1;4,62;-6,44;-7,1;9,32;-5,37
-1,02;5,2;-8,89;0,61;16,6;0,12
-0,08;3,84;-5,54;5,19;11,7;1,69
1,45;3,63;-0,93;2,65;4,08;-3,42
-2;4,05;-4,67;-0,9;0,58;2,8
-0,88;4,01;-9,43;-3,73;11,57;-0,46
1,85;7,03;-10,47;1,55;12,59;-0,83
-1,76;5,99;-8,7;4,57;6,53;3,64
-2,67;4,6;-7,94;2,42;12,05;-3,53
-0,18;7,95;-9,67;1,91;6,46;-1,68
1,1;6,86;-7,52;-5,95;2,44;-2,57
0,95;3,83;-6,72;-6,47;13,41;-4,96
-0,51;4,23;-9,47;4,54;15,49;2,79
1,63;3,89;-5,07;4,78;9,24;-1,85
1,5;3,43;-2;0,64;1,83;-1,84
-2,42;2,71;-6,7;-2,8;5,31;3,05
0,22;3,76;-10,53;-3,2;15,18;-1,55
1,13;7,19;-11,69;2,81;9,48;2,53
-2,42;5,47;-8,68;2,8;10,38;1,16
-1,67;6,1;-8,72;2,69;13,78;-3,17
-0,4;8,87;-11;-0,51;2,9;0,3
0,98;4,69;-6,37;-8,58;8,1;-3,89
0,83;4,64;-7,25;-1,86;17,99;-1,32
-0,84;6,33;-9,54;5,22;14,24;1,75
1,78;3,81;-3,92;2,31;7,96;-3,21
0,94;3,21;-3,45;-0,43;3,14;2,02
-2,06;2,85;-7,49;-4,27;12,52;1,38
0,99;6,15;-10,95;-1,14;16,61;-1,33
0,89;7,85;-11,38;3,23;8,9;4,35
-2,3;4,28;-9,02;1,95;14,46;-0,03
-1,15;6,15;-10,83;2,83;11,21;-1,13
0,66;7,72;-10,33;-3,96;3,32;-0,05
1,23;5,04;-7,07;-8,56;12,92;-4,15
-0,31;4,74;-9,1;1,76;16,87;2,39
-1,2;5,23;-9,35;5,56;11,76;1,48
1,3;3,74;-4,06;1,56;4,47;-2,26
-0,33;2,59;-3;-2,03;4,39;3,16
-2,44;4,27;-8,48;-4,52;14,77;-0,61
0,7;6,95;-11,53;1,09;11,98;1,35
-0,2;6,82;-10,03;3,12;9,71;2,57
-2,62;5,29;-9,35;1,02;14,56;-4,29
-0,88;7,87;-10,7;0,78;6,26;0,34
0,5;8,49;-9,54;-6,73;6,41;-2,53
0,82;4,34;-7,16;-5,42;15,63;-3,05
-1,25;4,97;-8,93;4,88;14,38;3,96
-1,18;5,5;-7,79;4,55;8,56;-2,71
1,5;4,62;-2,99;0,66;1,52;1,03
-1,24;4,26;-3,79;-3,35;7,66;3,52
-1,44;3,04;-7,93;-2,4;15,13;-2,59
1,28;8,24;-10,16;3,02;7,36;3,77
-1,77;8,56;-8,58;2,53;11,01;-1,05
-2,71;4,69;-8,08;3,05;11,67;-4,35
-0,78;8,1;-10,31;-1,83;2,13;0,61
-0,01;7;-7,97;-7,95;10,01;-5,47
0,85;5,05;-6,18;-0,03;14,97;0,04
-1,1;5,79;-8,49;4,93;11,07;1,93
-0,74;4,25;-6,85;2,88;5,57;-3,93
1,49;3,54;-2,7;-0,19;0,79;3,95
-1,28;2,15;-4,11;-3,63;12,19;0,38
-0,66;4,63;-9,38;0,7;12,73;-1,55
1,8;7,52;-10,47;3,38;5,38;3,64
-1,68;5,3;-8,32;3,12;12,97;-4,23
-2,41;5,9;-8,54;3,19;7,31;-1,57
0,15;7,99;-9,56;-5,46;2,55;-1,61
1,16;6,43;-7,45;-6,96;12,51;-6,01
0,92;4,38;-6,27;3,03;14,04;3,33
-1,22;5,07;-8,26;5,33;10,34;-1,37
0,52;4,55;-5,45;1,12;2,62;-2,78
1,87;3,14;-2,31;-3,74;4,87;3,57
-2,04;2,69;-6,04;-3,22;16,04;-2,26
-0,29;3,36;-9,89;2,68;10,33;2,79
1,36;7,31;-10,66;2,97;10,03;1,74
-2,52;6,21;-9,03;2,48;13,97;-4,84
-1,66;5,13;-9,67;-0,39;3,84;0,16
0,29;8,17;-10,92;-7,58;7,93;-4,47
1,24;5,12;-7,48;-2,69;17,49;-1,06
1,9;4,98;-7,8;4,25;14,39;3,36
-0,69;6,34;-9,27;1,88;8,52;-4,35
0,75;3,65;-4,93;-0,4;2,25;1,54
1,54;3,19;-3,31;-3,1;11,09;1,88
-2,14;2,22;-7,41;-1,18;18;-0,55
0,28;5,16;-10,7;2,24;9,12;4,78
1,44;7,28;-9,46;1,5;12,53;-2,18
-2,11;4,52;-9,01;2,8;10,35;-1,46
-1,37;7,14;-11,24;-3,51;3,29;0,74
0,42;7,74;-10,08;-7,68;14,47;-4,57
1,51;4,01;-7,28;1,15;16,93;2,64
0,25;4,48;-8,5;3,87;10,32;0,94
-1,55;5,45;-9,23;1,53;4,84;-2,26
1,12;4,25;-4,29;-1,7;4,66;3,64
-0,17;3,06;-3,75;-3,67;16,03;-1,19
-2,58;3,07;-9,74;1,24;12,66;2,49
0,79;6,08;-11,19;1,75;7,97;3,6
0,21;7,55;-9,64;1,73;14,53;-4,63
-2,42;5,76;-9,52;1,48;6,15;0,91
-1,21;7,96;-10,67;-5,44;4,93;-2,27
0,25;8,43;-9,55;-3,61;15,44;-2,73
1,19;4,54;-6,59;3,19;14,13;4,62
-0,8;5,66;-8,37;3,4;7,74;-3,14
-1,73;6,08;-7,73;0,84;0,96;0,2
1,11;4,12;-2,78;-3,06;6,99;2,52
-0,84;4,08;-3,93;-1,32;15,36;-2,35
-2,4;3,98;-8,85;2,73;8,03;4,51
0,59;7,17;-9,94;1,72;10,55;-1,41
-1,14;7,67;-7,7;1,92;11,97;-3,53
-3,08;4,82;-8,36;-1,71;2,51;1,13
-1,23;7,99;-10,01;-6,04;9,4;-5,12
0,35;7,75;-7,71;0,23;16,62;1,43
1,46;3,98;-6,78;4,48;12,08;1,57
-0,77;5,13;-8,29;2;3,79;-4,08
-0,8;4,34;-5,94;-0,5;-0,21;3,54
2,13;4;-2,05;-2,03;12,24;-0,74
-0,71;4,26;-4,92;1,2;13,39;-0,34
-1,2;3,3;-10,78;2,98;4,79;4,09
1,39;6,58;-10,95;2,58;12,07;-4,8
-1,28;5,54;-7,78;2,25;7,88;-1,33
-2,48;5,21;-7,86;-4,83;2,55;-0,94
-0,82;9,09;-10,15;-4,84;14,07;-4,95
0,93;5,93;-7,91;3,51;15,59;2,92
1,32;4,44;-6,24;3,32;10,05;-1,84
-1,27;4,52;-8,17;0,22;2,82;-2,95
0,15;3,96;-4,58;-2,61;4,38;3,3
1,54;4,63;-1,54;-2,12;16,63;-1,37
-1,89;1,22;-6,06;2,37;10,89;2,52
0,03;4,32;-11,16;1,75;8,35;1,15
2,03;7,41;-11,07;3,07;13,69;-4,33
-1,59;4,07;-8,53;-0,04;3,95;0,95
-1,54;7,22;-10,05;-8,57;6,87;-3,75
0,27;9,12;-10,68;-2,27;17,65;-2,17
1,24;6,33;-8,47;4,76;15,06;2,46
1,45;4,8;-8,85;1,72;7,88;-3,62
-0,87;4,86;-8,57;-1,18;2,37;1,23
0,27;5,35;-4,82;-3,39;11,3;0,33
0,86;3,33;-2,22;0;17,09;-1,44
-2,07;2,73;-7,05;2,32;10,35;5,62
0,41;5,41;-11,51;1,56;13,73;-1,54
1,21;6,59;-9,5;2,88;10,55;-2,07
-2,38;4,21;-9,21;-4,65;3,1;0,57
-1;5,51;-9,5;-7,21;13,12;-4,33
0,65;8,72;-9,52;2,01;18,77;2,88
1,19;5,29;-9,17;2,9;11,97;0,88
1,14;3,59;-8,87;0,26;3,43;-3,43
-1,1;4,13;-10,11;-2,42;3,58;3,24
0,63;3,71;-4,77;-3,59;14,63;-0,33
0,26;4,26;-3,02;2,54;12,76;1,86
-2,76;3,31;-9,92;2,87;8,15;3,24
0,62;6,33;-11,58;1,58;13,87;-4,29
0,42;7,3;-10,17;1,07;5,9;-0,15
-2,79;4,83;-9,12;-6,43;3,79;-1,78
-1,07;8,24;-9,63;-3,71;16,71;-2,59
-0,2;8,45;-9,22;4,12;15,97;3,32
1,08;5,51;-6,87;2,13;8,42;-2,53
0,22;5,45;-8,82;-0,33;1,74;0,04
-1,63;4,46;-7,4;-3,08;6,48;2,64
1,09;4,03;-2,64;-1,87;16,37;-1,59
-1,22;4,23;-3,11;2,83;8,08;4,18
-2,92;4,73;-8,07;2,4;9,58;-0,44
1,29;7,05;-11,57;3,24;12,67;-4,03
-0,92;6,8;-8,52;-1,42;0,89;1,01
-3,27;5,26;-8,12;-6,96;8,47;-3,98
-1,03;7,7;-9,82;1,28;16,57;-0,15
-0,2;8,16;-7,88;5,83;11,71;2,05
0,87;6,06;-7,93;2,31;5,72;-3,88
-0,67;5,3;-7,97;-1,21;-0,78;1,95
-1,16;3,45;-6,62;-3,65;10,78;0,65
1,8;3,73;-3,11;1,44;14,9;-1,09
-1,03;3,87;-2,85;3,62;6,33;3,44
-2,05;4,11;-9,18;2,07;12,86;-3
1,65;7,29;-10,19;2,25;7,71;-1,89
-0,8;5,83;-8,13;-5,48;2,19;-1,04
-2,6;5,57;-8,57;-5,83;13,55;-5,35
-0,47;8,35;-8,45;4,25;14,98;1,87
0,78;6,87;-7,54;4,77;10,78;-1,05
1,48;5,38;-7,02;0,34;2,83;-2,49
-0,8;4,38;-8,34;-3,31;2,8;3,19
0,22;3,65;-5,91;-2,21;15,58;-2,3
2,09;3,35;-2,27;2,71;10,87;3,28
-2,23;2,27;-5,09;2,16;8,57;2,72
-0,76;4,09;-9,83;3,16;14,4;-5,68
1,95;6,66;-10,95;-0,33;4,76;1,02
-1,85;5,57;-9,09;-8,97;6,72;-3,42
-1,59;5,1;-9,88;-2,34;17,37;-2,61
0,12;7,43;-10,18;5,97;15,94;3,11
0,99;7,11;-7,39;2,47;9,89;-5,34
1,73;5,2;-8,61;-1,69;2,56;1,29
-0,61;4,78;-9,56;-3,93;10,11;2,79
0,82;3,98;-5,43;-0,88;17,83;-2
1,4;2,66;-2,53;3,12;9,76;4,94
-2,57;2;-5,83;3;12,54;-0,93
-0,38;5,55;-10,75;1,83;12,04;-1,4
1,24;7,44;-10,39;-5,1;3,31;0,85
-1,98;4,18;-9,23;-7,14;11,45;-5,15
-1,16;5,15;-11,01;1,2;17,1;2,29
0,45;7,04;-10,2;3,59;12,19;1,23
1,44;6,35;-7,58;1,09;5,92;-2,93
1,29;5,21;-9,42;-2,12;3,05;3,37
-1,02;4,25;-10,22;-4,12;13,19;0,04
0,99;5,25;-5,65;0,87;14,09;2,09
0,75;3,32;-4,21;3,58;7,77;2,99
-2,93;2,99;-7,46;2,83;13,52;-4,26
-0,06;7,31;-10,51;0,7;7,73;0,27
0,62;7,25;-10,11;-7,16;3,54;-1,32
-2,57;5,91;-9,24;-5,69;14,78;-3,44
-1,27;6,63;-10,69;4,46;15,05;2,98
0,26;6,99;-8,35;4,15;9,49;-2,33
1,17;6,86;-6,99;-0,87;2,68;-1,18
0,23;5,44;-9,21;-3,39;4,76;3,65
-1,48;4,63;-7,58;-2,08;15,26;-0,89
1,07;4,39;-4,61;2,66;8,34;2,66
-0,46;3,23;-3,77;3,38;9,01;0,33
-3,05;4,07;-7,47;3,53;13,14;-3,34
0,77;7,24;-10,64;-1,1;1,65;0,84
-0,47;7,28;-8,28;-7,45;7,96;-4,17
-3,25;5,82;-9,09;0,11;16,54;-1,12
-0,91;6,9;-10,38;5,53;11,31;1,85
-0,19;7,26;-7,15;2,27;5,83;-4,32
0,91;6,81;-5,96;-1,06;0,93;2,17
-0,14;5,72;-7,27;-4,31;10,34;1,25
-1,34;4,83;-7,08;0,83;13,51;-1,33
1,92;4,82;-4,07;3,5;5,97;4,11
-0,59;2,88;-3,47;2,31;12,37;-3,3
-2,29;4,06;-8,3;3,39;8,45;-2,41
1,23;6,96;-10,38;-5,66;2,03;-0,23
-1,05;5,6;-8,22;-5,34;12,49;-5,18
-2,17;5,77;-8,99;4,95;14,84;2,31
-0,51;7,22;-9,91;3,56;9,59;-1,21
0,04;6,3;-7,22;1,86;3,3;-3,41
1,8;4,93;-6,4;-2,3;4,14;4,35
-0,8;4,48;-7,91;-4,1;14,93;-1,35
-0,98;4,7;-6,45;2,9;11,08;2,03
2,25;3,61;-2,74;2,26;8,44;2,6
-1,53;2,48;-3,77;2,38;14,25;-4,92
-1,33;3,45;-9,79;0,08;5,93;0,88
2,11;6,24;-11,06;-8,28;6,69;-3,29
-1,54;7,14;-8,21;-1,69;17,32;-3,41
-2,27;5,45;-9,64;4,74;15,61;2,73
0,26;6,91;-10,99;1,39;8,68;-3,63
1,2;7,19;-7,83;0,17;3,21;1,55
1,51;4,44;-7,11;-3,59;11,53;2,26
-0,99;5,39;-9,61;-2,31;17,91;-1,52
0,06;5,18;-7,14;2,88;8,81;5,55
1,72;2,54;-2,69;2,59;12,39;-0,94
-1,87;2,08;-5,56;2,54;13,5;-2,39
-0,36;4,01;-10,79;-3,77;3,92;0,99
1,42;6,88;-10,28;-7,72;11,69;-4,74
-2;6,14;-8,68;1,13;18,18;1,42
-1,26;5,78;-10,33;4,31;11,79;0,55
0,49;7,41;-10,99;1,4;5,06;-3,13
1,43;5,83;-8,8;-2,11;3,63;4,06
1,54;4,64;-8,12;-4,44;14,11;-0,05
-1,01;5,2;-9,58;0,84;14,58;1,11
0,52;5,19;-6,58;2,4;7,32;3,24
0,52;3,48;-3,4;1,8;13,36;-4,49
-2,55;2,92;-7,86;1,09;8,65;-0,19
-0,02;6,37;-10,93;-6,84;3,42;-1,6
-0,03;6,89;-9,61;-4,44;14,37;-3,88
-2,7;6,1;-9,67;3,96;15,59;3,52
-1,28;7,68;-9,98;3,33;9,09;-2,22
0,16;7,29;-9,64;1,28;2,13;-0,86
1,85;6,17;-7,59;-3,2;4,79;3,97
0,55;4,81;-7,86;-1,98;15,3;-1,86
-1,81;5,22;-8,71;3,78;9,35;3,04
0,95;6,1;-3,49;1,96;8,81;0,19
-0,35;3,64;-2,91;2,71;12,02;-4,71
-3,08;3,68;-8,3;-1,65;2,21;1,26
0,44;6,5;-9,92;-8,36;8,13;-4,06
-0,36;7,57;-8,72;0,27;16,63;-1,3
-3,62;7,12;-7,85;4,86;12,31;2,42
-1,79;6,93;-10,09;1,54;6;-4,17
0,33;7,51;-9,62;-0,17;0,5;2,42
1,71;5,96;-6,26;-2,25;10,18;1,23
0,16;3,91;-7,88;1,55;14,03;-1,71
-1,3;4,62;-7,03;2,88;6,11;3,48
1,45;4,99;-2,75;2,61;11,73;-3,36
-0,44;2,95;-3,52;3,58;7,99;-1,42
-1,74;3,13;-8,27;-5,32;1,32;-0,2
2,16;6;-10,97;-5,89;11,93;-5,86
-0,3;5,29;-8,32;3,63;15,47;2,04
-3,25;5,05;-7,74;3,71;11,16;-0,44
-1,11;7,91;-10,15;0,07;3,16;-3,1
0,68;7,17;-8,2;-3,52;2,18;3,2
1,99;4,54;-6,28;-2,22;16,03;-1,64
-0,4;4,28;-7,71;2,56;13,34;1,41
-0,84;5,3;-6,56;1,93;7,51;2,8
2,08;4,27;-2,36;3,19;13,73;-4,06
-1,38;2,12;-4,09;-0,06;5,98;-0,06
-1,38;3,85;-10,47;-6,99;5,38;-2,12
2,42;6,18;-11,11;-1,37;17,1;-2,31
-1,26;5,75;-8,67;4,65;15,49;2,92
-2,72;6,13;-9,31;2,49;8,61;-2,71
-0,5;7,24;-10,89;-1,22;2,95;0,69
0,69;6,8;-8,56;-4,15;9,03;3,38
2,01;4,97;-6,56;-1,11;18,18;-1,51
-0,53;3,8;-9,22;2,12;10,92;3,65
-0,03;4,03;-6,42;1,96;11,6;0,66
1,73;3,64;-1,75;1,99;13,79;-2,34
-2,21;2,87;-5,71;-4,28;3,6;1
-0,56;4,51;-10,43;-6,65;9,57;-4,01
1,96;6,27;-10,78;2,53;19,73;0,92
-1,55;5,41;-9,03;4,68;13,58;2,27
-1,77;6,18;-9,56;0,22;4,4;-3,41
-0,58;8,23;-11,21;-2,37;3,49;3,87
1,1;7,16;-8,51;-3,23;12,84;1,19
1,98;4,74;-8,55;1,55;13,97;-0,57
-1,2;3,97;-10,4;2,35;9,04;3,7
-0,05;4,5;-5,49;0,6;12,73;-3,4
0,89;3,58;-2,87;0,69;7,2;-0,25
-2,57;2,93;-7,49;-6,41;3,63;-0,76
-0,07;5,96;-11,03;-4,27;14,56;-5,24
1,49;7,15;-10,76;4,85;16,44;3,2
-2,16;5,51;-8,9;2,76;9,5;-1,25
-1,95;6,72;-9,55;0,22;1,67;-1,59
-0,47;8,42;-10,71;-2,54;4,73;3,81
1,06;7,27;-7,9;-1,8;15,68;-2,64
0,74;5,18;-8,63;3,88;9,72;2,26
-1,96;4,58;-9,74;2,51;8,75;0,68
0,61;4,33;-3,49;2,14;13,29;-4,68
0,13;3,48;-2,1;-2,14;2,35;1,54
-3,36;4,58;-7,43;-8,17;5,96;-4,64
0,43;6,59;-10,31;0,11;16,31;-2
0,41;6,38;-9,11;5,73;12,96;3,49
-3,05;5,6;-6,88;2,35;6,46;-3,98
-1,62;7,12;-9,29;-1,08;-0,46;2,34
-0,23;8,28;-9,56;-2,99;8,58;1,01
1,56;6,06;-6,49;1,48;14,73;-2,59
0,7;4,65;-8,97;3,77;6,01;4,35
-1,35;4,45;-8,24;2,54;11,87;-3,63
1,47;3,13;-2,08;2,19;8,9;-2,34
-0,07;3,14;-2,58;-5,48;0,17;0,6
-2,41;4,31;-8,48;-6,25;12,16;-6,03
1,33;6,27;-11,02;4,27;17;2,36
-0,07;6,62;-8,77;4,31;11,88;-0,34
-3;5,2;-7,02;-0,24;3,65;-3,45
-1,04;6,94;-8,46;-2,44;2,4;4,43
0,36;8,24;-8,57;-3,56;15,3;-2,09
1,67;6,42;-7,09;1,93;11,83;1,28
0,42;4,62;-8,77;3,69;8,32;3,28
-0,17;3,67;-7,3;2,98;14,17;-4,86
2,2;3,06;-1,78;-0,34;4,16;0,58
-1,05;2,94;-4,4;-8,82;5,02;-2,49
-1,79;5,02;-10,21;-2,27;17,26;-3,15
1,98;5,92;-10,6;5,85;16,48;2,64
-0,67;5,04;-9,55;1,67;9,46;-3,21
-2,53;5,88;-9,3;-0,81;3,19;1,57
-0,75;6,56;-10,15;-3,34;10,55;1,9
0,4;7,45;-8,39;-0,91;17,38;-2,55
1,37;5,74;-6,79;2,61;10,1;4,66
-0,25;4,1;-9,55;1,96;13,06;-0,23
0,16;5,64;-6,8;2,83;14;-1,46
1,65;2,81;-1,71;-4,95;3,62;0,91
-1,23;2,27;-5,35;-7,63;9,01;-5,35
-0,44;6,02;-11,1;1,84;18,02;2,13
1,75;6,32;-11,1;4,08;13,61;2,31
-1,45;5,97;-9,04;2,46;5,66;-3,44
-1,85;5,3;-10,5;-2,12;2,6;3,2
0,13;6,63;-11,26;-4,29;11,74;0,19
0,51;7,43;-8,08;2,11;14,91;0,16
0,78;4,6;-7,91;2,47;8,92;3,04
-1,07;4,7;-9,74;1,67;13,19;-3,53
-0,28;4,16;-5,93;1,15;8,87;-0,1
0,89;2,19;-2,51;-6,32;3,66;-0,57
-2,47;3,15;-6,92;-4,74;13,83;-4,4
-0,7;6,07;-11,4;3,16;15,5;2,52
1,07;7,79;-10,71;3,24;10,54;-0,27
-2,29;5,67;-9,05;0,54;2,73;-1,08
-1,54;6,13;-9,81;-3,17;3,38;3,57
-0,22;8,32;-10,47;-2,34;15,39;-1,9
0,73;7,13;-7,61;2,96;9,41;0,93
0,97;6,05;-7,56;3,09;8,46;2,15
-1,84;5,33;-8,56;3,03;14,07;-3,82
0,21;4,55;-3,96;-1,66;2,63;-0,22
0,71;3,3;-2,14;-7,52;6,14;-2,59
-2,85;3,63;-6,46;0,6;15,55;-2,33
-0,24;6,9;-10,76;5,27;12,72;2,78
0,15;7,34;-9,66;1,67;8,11;-2,73
-3,27;5,95;-7,54;0;0,24;0,92
-1,82;6,34;-10,11;-2,78;7,66;1,88
0,11;7,24;-9,45;0,34;14,48;-2,74
0,85;6,63;-6,91;2,51;6,82;3,16
-0,07;5,05;-7,71;2,01;11,65;-2,19
-1,17;5,12;-7,16;3,7;9,23;-3,01
1,61;3,78;-3,67;-5,24;1,51;0,53
0,36;1,92;-2,54;-7,05;11,4;-6,88
-2,06;4,18;-8,07;3,46;15,05;1,56
1,64;6,97;-11,02;4,36;11,28;1,22
0,55;6,78;-8,83;2,17;4,81;-5,28
-2,95;5,58;-8,38;-1,59;2,02;4,37
-1,13;6,57;-8,96;-2,91;13,45;-1,04
0,43;7,76;-8,92;1,7;12,11;0,51
1,34;5,7;-6,7;1,15;8,24;4,79
-0,2;4,28;-7,07;3,58;14,48;-5,37
-0,98;4,72;-6,63;0,65;5,71;0,44
1,78;3,08;-2,04;-9,41;4,8;-2,5
-0,78;1,47;-4,36;-3,35;17;-4,11
-1,31;3,5;-9,34;4,36;15,92;5,18
2,35;6,23;-11,24;2,77;9,17;-4,43
-0,85;6,65;-10,03;0,39;3,95;-0,24
-2,53;6,44;-8,83;-3,11;9,99;3,98
-0,14;6,9;-11,8;-0,61;16,8;-2,76
0,93;7,13;-9,62;1,9;9,5;5,48
2,13;5,46;-7,16;1,64;12,69;0,15
-0,22;4,76;-8,6;3,54;13,71;-2,98
-0,61;5,44;-6,25;-3,73;3,13;2,22
1,83;2,43;-3,55;-8,41;10,21;-4,33
-1,17;1,42;-4,14;-0,01;17,97;1,22
-1,01;4,99;-9,51;3,65;12,85;1,42
1,76;5,89;-11,25;1,97;5,95;-3,39
-1,36;5,49;-7,94;-1,08;3,11;3,97
-2,3;5,85;-10,02;-3,38;13,26;0,04
-0,16;6,72;-11,55;0,88;14,27;0
1,07;6,12;-9,3;2,01;7,52;3,88
1,55;3,18;-8,58;2,02;14,1;-2,62
-0,87;4,91;-9,31;2,52;8,96;-0,47
-0,36;6,16;-6,87;-5,76;3,32;-1,79
1,27;2,23;-3,84;-5,88;14,41;-4,17
-1,73;2,81;-7,39;2,88;15,01;3,41
-0,56;6,29;-10,87;3,31;9,3;-0,57
1,32;6,85;-10,15;1,57;3,8;-1,94
-2,41;6,56;-8,57;-1,59;4,33;2,92
-2,57;7,21;-9,48;-2,39;14,41;-0,71
-0,31;7,81;-10,77;1,62;9,66;2,44
0,49;6,35;-7,47;1,68;8,34;1,33
0,48;4,85;-7,45;3,12;14,05;-3,95
-1,71;5,27;-8,01;-0,32;3,23;-0,24
-0,44;5,46;-3,63;-6,76;5,27;-3,74
