Acceleration_MPerS2_1X;Acceleration_MPerS2_1Y;Acceleration_MPerS2_1Z;Acceleration_MPerS2_2X;Acceleration_MPerS2_2Y;Acceleration_MPerS2_2Z
1,91;5,31;-8,52;2,47;5,26;3,91
0,66;3,96;-8,98;3,39;12,75;-3,39
-1,93;4,34;-8,78;0,56;7,7;-2,64
0,73;4,64;-4,37;-7,11;2,34;-0,01
0,68;3,2;-3,45;-2,91;13,55;-4,88
-2,8;4,08;-9,45;4,34;14,25;2,25
0,07;5,71;-12,22;3,2;8,56;-0,41
0,58;5,39;-9,25;0,76;1,35;-3,51
-2,55;6,04;-8,26;-2,63;3,98;4,2
-1,24;7,72;-10,12;-0,88;14,7;-1,81
0,33;9,13;-9,55;3,09;8,3;0,27
1,14;6,26;-8,54;2,64;8,2;3,68
-0,05;3,55;-9,1;3,6;12,55;-5
-1,72;5,39;-6,19;-2,09;1,63;-1,1
0,5;5,07;-2,68;-7,83;6,25;-2,6
-0,67;3,86;-4,28;0,53;16,93;-3,5
-2,46;4,8;-8,99;4,89;13,09;4,22
0,63;5,58;-10,59;1,04;6,87;-2,84
-0,29;5,46;-7,73;-1,75;0,93;-1,7
-3,03;5,93;-8,12;-3,44;9,36;2,68
-1,56;8,43;-9,95;0,77;16,33;-0,66
0,55;8,58;-7,87;3,27;7,06;4,36
1,56;5,51;-7,23;2,79;11,12;-1,26
-0,4;4,04;-8,48;1,86;10,91;-3,64
-0,99;4,01;-6,04;-6,61;1,96;1,4
1,9;4,08;-1,75;-5,68;12,15;-5,02
-0,13;4,29;-4,02;4,51;18,5;0,55
-1,74;4,49;-10,63;3,72;13,05;1,85
0,87;5,26;-11,16;-0,2;5,42;-4,52
-0,94;5,15;-7,69;-3,06;5,07;3
-2,52;5,78;-7,41;-2,89;17,22;-0,3
-1,1;8,87;-9,16;1,78;13,7;0,04
0,61;7,92;-8,67;2,36;9,62;5,66
2,31;3,94;-7,47;3,16;16,15;-3,4
-0,23;3,52;-7,83;-1,2;6,14;-1,03
-0,21;4,2;-5,44;-8,28;5,02;-0,77
2,23;4,29;-2,1;-1,33;16,75;-3,4
-1,17;3,65;-5,68;5,11;16,02;5,08
-1,05;4,06;-11,43;2,8;9,07;-1,59
1,59;5,74;-11,08;-0,67;1,42;-2,3
-1,02;4,83;-8,83;-4,33;8,53;3,91
-2,12;6,39;-8,85;-0,74;17,12;-1,36
-0,77;9,12;-9,11;2,89;8,69;3,62
0,92;6,19;-8,24;1,69;11,67;0,74
1,54;4,34;-8,04;1,76;13,27;-4,34
-0,64;5,44;-8,82;-4,47;2,46;1,76
0,31;3,94;-4,61;-7,18;8,92;-4,12
1,8;2,96;-1,46;1,8;17,25;-0,61
-1,42;4,78;-7,76;5,16;13,08;3,62
-0,89;5,45;-12,27;1,8;4,89;-4,18
1,56;4,84;-10,68;-2,22;0,73;2,24
-1,27;4,37;-9,47;-3,51;12,37;1,33
-1,87;5,8;-9,71;1,64;14,11;-1,62
0,3;8,55;-9,69;3,48;5,8;4,49
0,69;5,71;-8,59;2,6;13,2;-2,58
0,35;2,7;-9,26;0,25;8,65;-2,03
-1,14;4,77;-8,39;-6,92;0,61;-0,15
0,22;4,07;-3,8;-3,44;12,77;-4,82
0,85;3,36;-3,74;5,38;15,93;2,83
-2,44;4,62;-8,75;4,11;9,42;-0,32
-0,66;5,79;-11,82;0,25;2,85;-3,31
0,64;6,84;-10,5;-3,43;3,16;3,62
-2,13;5,19;-9,2;-1,65;14,51;-1,49
-1,53;7,11;-9,94;3,96;10,4;1,02
-0,22;9,65;-8,92;3,96;6,9;1,84
1,18;6,06;-8,24;2,97;12,89;-5,21
0,41;4,83;-9,23;-3,58;3,69;-0,2
-2,1;5,24;-6,76;-8,45;4,64;-3,79
0,55;3,99;-2,57;0,18;15,33;-3,88
0,26;4,48;-3,14;5,1;13,05;3,36
-2,96;5,17;-7,72;2,75;7,36;-4,1
-0,23;6,4;-10,9;-1,16;1,71;-0,47
0,05;6,39;-9,67;-4,25;8,77;3,07
-2,66;4,92;-7,43;0,68;15,47;-2,61
-1,62;7,47;-8,9;3,79;8,14;4,27
0,11;9,07;-9,42;3,37;12,29;-0,32
1,18;5,69;-7,41;1,9;11,5;-4,69
-0,33;4,55;-8,22;-7,03;2,66;1,45
-1,11;4,48;-6,58;-6,56;11,76;-4,25
1,93;2,88;-2,32;3,92;18,24;-0,54
-0,07;3,85;-4,18;4,03;13,46;1,3
-2,11;5,48;-8,77;-0,25;6,09;-4,42
1,39;6,34;-11,08;-3,16;4,95;3,57
-0,5;5,67;-9,42;-3,23;15,89;0,83
-3,12;5,1;-7,16;2,04;13,89;-0,24
-0,76;8,21;-9,18;3,62;9,04;5,03
0,56;8,24;-8,24;2,96;15,27;-3,06
1,38;4,8;-6,51;-1,26;7,52;0,16
0,21;4,28;-8,48;-8,3;4,89;0,01
-0,04;4,17;-5,47;-2,36;15,95;-4,34
1,96;3,1;-2,06;4,75;15,65;4,45
-1,04;2,92;-5,02;2,18;9,73;-1,38
-1,4;4,86;-10,21;-0,48;3,72;-2,08
1,7;6,38;-11,67;-4,33;8,42;4,72
-1,1;4,99;-8,93;-1,7;16,64;-1,35
-2,05;5,3;-10,11;3,22;9,15;3,05
-0,1;8,13;-10,84;1,61;11,21;1,06
0,54;7,82;-7,35;2,92;13,5;-4,65
1,58;4,51;-7,86;-3,76;2,73;1,66
-0,44;4,59;-9,19;-9,01;8,9;-3,22
0,35;4,84;-5,85;2,41;16,24;-1,13
2,58;2,06;-2,42;5,82;11,32;2,88
-1,66;2,99;-5,64;1,89;5,9;-4,13
-1,01;5,6;-11;-1,35;2,65;2,26
1,83;5,62;-10,68;-4;11,42;2,67
-1,51;4,51;-9,46;1,99;13,25;-1,04
-1,63;4,92;-10,34;2,93;6,83;3,37
-0,08;7,38;-10,2;1,88;12,83;-2,73
0,47;6,01;-8,21;1,7;8,92;-1,85
0,96;3,92;-8,63;-6,75;2,2;0,42
-1,12;5,4;-9,88;-3,9;11,87;-5,23
0,22;4,71;-5,26;4,33;14,83;0,96
1,25;3,05;-3,15;3,32;8,67;-0,25
-1,9;4,16;-7,63;1,68;2,72;-3,4
-0,44;6,78;-11,17;-2,81;4,54;4,13
0,76;7,31;-10,93;-1,91;14,24;0
-1,86;5,92;-8,8;3,24;10;0,22
-1,66;6,94;-9,94;2,74;6,93;2,55
-0,32;8,08;-10,07;3,91;12,56;-5,13
0,64;6,5;-7,23;-1,96;3,77;-0,63
-0,55;5,77;-7,96;-8,15;4,67;-1,29
-2,48;5,81;-7,62;0,83;15,27;-4,91
0,39;3,45;-3,73;5,23;11,52;2,46
0,62;2,88;-2,93;1,8;6,92;-3,15
-2,41;4,88;-6,87;-1,23;2,04;-1,86
-0,19;6,07;-10,29;-4,18;8,8;4,87
0,35;6,75;-9,52;0,71;17,98;-1,24
-2,45;5,71;-8,36;3,27;7,18;2,3
-1,68;7,27;-9,14;1,91;10,51;-0,42
0,29;8,8;-8,34;2,15;13,25;-4,26
1,13;5,41;-6,72;-6,34;2,77;1,55
-0,65;5,39;-8,03;-6,46;12,08;-4,54
-1,85;5,18;-6,54;3,69;16,45;-0,92
1,27;3,04;-2,36;3,01;11,32;1,57
0,09;3,39;-3,96;0,97;7,12;-4,59
-2,22;3,58;-8,28;-1,58;3,82;4,23
1,37;5,93;-10,83;-3,17;16,14;1,54
0,14;6,04;-8,85;2,41;14,78;-0,65
-3,08;5,38;-6,74;2,2;7,91;4,88
-0,71;7,98;-9,89;2,08;16,07;-3,93
0,88;6,83;-8,94;-0,22;7,51;-0,47
1,43;5;-7,36;-8,68;4,36;1,12
0,04;4,56;-8,68;-2,93;16,92;-5,01
-0,86;4,52;-4,93;4,09;15,5;3,04
1,76;4,1;-2,76;1,4;9,21;-0,66
-0,48;2,11;-5,47;0,17;3,66;-1,94
-1,68;3,94;-9,22;-3,3;7,61;5,22
1,67;6,56;-11,07;-0,82;17,52;-1,06
-0,81;6,04;-9,26;3,34;10,68;1,69
-2,57;5,94;-9,3;0,73;9,51;1,91
-0,11;7,64;-9,97;2,32;13,25;-3,97
0,91;7,06;-8,87;-2,75;3,34;1,62
1,75;3,61;-8,52;-7,23;7,88;-2,6
0,11;4,73;-8,33;1,33;17,23;-2,4
-0,3;5,51;-6,03;3,49;11,67;3,37
1,84;2,95;-2,93;1,77;5,49;-3,44
-0,96;3,03;-5,63;-0,91;1,95;0,9
-1,36;4,17;-10,59;-3,43;11,11;2,66
1,72;5,92;-10,61;1,87;15,38;-1,86
-0,95;5,61;-9,34;2,02;6,45;3,76
-2,6;5,55;-9,68;2,18;12,09;-2,15
-0,32;8,03;-10,3;1,5;9,41;-3,52
1,27;6,04;-9,07;-6,73;1,09;1,84
1,5;4,02;-8,73;-2,59;12,2;-4,37
-0,78;5,46;-9,41;4,15;15,4;0,08
-0,09;5,25;-5,57;2,84;8,88;0,33
1,18;3,79;-3,85;1,82;2,49;-4,07
-2,25;3,7;-8,87;-3,01;2,97;3,95
-0,69;5,06;-11,8;-1,23;14,08;0,06
1,75;5,44;-10,11;4,13;10,66;-0,8
-1,99;5,91;-9,19;2,09;6,99;2,34
-2,58;7,69;-10,24;2,64;12,08;-4,53
-0,51;7,98;-9,84;-1,27;3,78;-0,02
0,92;5,75;-7,91;-7,09;5,01;-1,85
0,62;4,78;-7,71;-0,21;15,54;-5,03
-1,87;6,63;-7,33;4,55;13,49;2,66
0,31;6,04;-3,57;1,26;8,05;-3,08
0,82;4,04;-2,77;-1,61;1,73;-0,66
-2,83;4,25;-7,71;-3,21;8,75;4,07
-0,02;5,79;-10,77;0,29;17,32;-2,6
1,03;6,78;-9,57;2,69;8,02;3,4
-3,04;6,45;-7,81;2,19;12,26;0,96
-2,36;8,17;-9,09;2,76;13,21;-4,21
-0,1;8,39;-9,67;-4,74;0,78;0,95
0,82;5,1;-7,11;-6,19;10,51;-4,13
-0,16;4,45;-7,62;4,24;18,52;-1,01
-1,97;4,43;-6,44;3,57;13,39;1,95
0,21;3,77;-2,01;-1,1;6,01;-3,99
0,33;3,19;-3,31;-2,28;2,38;2,19
-1,75;2,95;-8,68;-2,66;16,29;1,31
1,01;5,55;-11,03;1,78;16,17;-0,49
1,1;5,46;-8,29;1,68;8,67;3,7
-2,52;4,99;-7,75;1,68;16,02;-2,48
-1,81;9,11;-9,42;-0,11;7,69;-0,26
0,85;7,91;-7,92;-8,03;4,4;0,35
1,91;4,08;-8;-2,19;16,22;-4,75
-0,1;4,83;-7,58;4,75;15,61;2,41
-1,19;4,05;-4,82;1,21;10,74;-0,23
1,46;3,24;-2,45;-0,67;2,81;-1,87
-0,29;3,47;-3,66;-3,45;5,7;4,62
-1,95;3,59;-10,49;-0,61;17,12;-1,07
1,69;5,85;-11,94;3,16;10,55;1,55
0,21;5,6;-8,52;1,44;10,66;2,55
-2,69;6,09;-9,04;2,29;13,53;-4,9
-0,66;9,11;-9,86;-4,14;2,82;0,78
1,39;7,25;-9,43;-7,3;7,97;-1,64
2,12;4,37;-8,92;1,79;16,6;-3,4
0,05;4,14;-8,79;3,67;13,6;3,15
-0,67;4,3;-5,5;1,16;7,03;-2,65
1,39;3,76;-1,96;-1,95;0,15;0,52
-0,92;3,07;-6,08;-3,29;10,56;3,39
-1,39;5,12;-11,01;2,4;15,2;-1,85
1,87;6,6;-11,19;2,99;6,05;3,29
-0,51;4,97;-9,02;2,91;12,41;-1,27
-2,64;5,77;-8,67;1,58;8,92;-2,95
-0,09;8,19;-9,87;-7,24;0,01;1,88
1,52;6,51;-8,46;-3,66;11,07;-4,9
1,34;4,16;-9,27;5,24;15,34;0,26
-0,52;4,52;-9,5;3,3;10,13;1,68
-0,41;4,1;-4,64;0,12;2,88;-4,12
0,78;3,28;-3,48;-2,69;2,04;3,56
-1,86;3,7;-7,9;-1,17;13,09;0,25
-1,13;5,8;-12,15;2,93;10,39;-0,72
1,18;6,58;-11,64;2,59;8,56;3,66
-1,77;4,93;-9,05;3,96;13,92;-4,51
-2,47;7,2;-9,65;-1,35;3,22;-0,94
-0,42;8,99;-9,54;-8,22;3,58;-0,25
0,99;6,6;-7,93;0,2;15,17;-5,25
1,11;5,92;-8,46;6,13;14,22;1,53
-1,35;5,52;-8,06;2,34;8,78;-1,92
-0,2;4,04;-3,55;-1,21;0,82;-1,34
0,86;3,21;-1,55;-3,49;6,05;3,74
-2,24;4,51;-7,05;0,39;16,09;-2,02
-0,44;6,76;-11,16;2,78;9,29;1,98
0,63;5,79;-9,36;2,17;11,63;0,91
-2,87;5,04;-8,36;2,93;12,75;-3,37
-2,2;7,32;-9,18;-5,25;1,79;1,08
-0,44;7,74;-8,78;-7,24;10,3;-4,24
0,59;6,04;-8,16;2,95;19,62;-1,71
0,68;5,92;-8,75;3,98;13,36;2,02
-1,52;5,04;-7,26;0,64;6,58;-3,76
0,64;2,95;-2,42;-2,51;4,67;2,53
1;3,46;-2,49;-3,63;14,19;1,78
-2,36;4,74;-8,51;1,76;15,49;-1,1
0,74;6,17;-10,53;2,31;9,07;4,72
1,29;5,95;-8,66;2,88;15,06;-1,57
-2,66;4,91;-8,37;0,84;9,87;-1,89
-1,69;7,96;-8,65;-8,57;3,46;0,83
0,19;7,84;-7,79;-3,91;14,85;-3,94
1,13;4,77;-6,84;4,72;17,34;1,08
-0,12;5,39;-8,17;2,75;10,22;0,45
-1,33;4,32;-7,3;-0,21;4,07;-2,02
1,38;2,54;-1,75;-4,33;6,49;3,1
-0,13;2,84;-3,28;-1,76;15,32;0,6
-2,02;3,94;-11,05;2,69;10,96;1,45
1,41;5,96;-11,55;1,43;10,67;0,69
0,5;5,48;-8,97;3,52;14,08;-3,35
-2,32;5,32;-9,8;-3,22;3,67;1,24
-0,79;7,68;-9,59;-9,01;6,35;-2,53
1,27;7,29;-7,85;1,14;16,41;-3,31
1,87;5,99;-7,89;4,6;13,72;2,44
-0,24;6,16;-9,15;1,97;6,98;-2,45
-1,03;4,66;-6,08;-0,82;1,2;0,81
1,63;2,74;-1,96;-3,85;9,24;3,17
-0,07;2,87;-5,48;1,15;14,35;-1,93
-1,84;4,75;-10,74;2,29;7,16;3,02
0,93;6,17;-10,84;2,39;12,62;0,02
-0,45;4,7;-9,25;2,63;9,44;-3,41
-2,2;4,56;-9,95;-6,55;0,6;1,33
-0,05;6,77;-10,46;-4,69;11,33;-3,63
1,09;5,73;-7,86;4,53;15,36;-1,66
1,23;4,41;-8,57;3,93;10,4;1,47
-0,73;5,28;-10,74;1,46;4;-3,38
-0,51;4,37;-6,11;-2,39;1,62;2,29
1,63;2,94;-3,28;-1,98;12,91;1,37
-1,68;3,31;-7,7;1,9;10,89;-1,19
-1,67;6,02;-11,21;1,91;6,72;2,85
1,42;7,8;-10,59;4,65;13,62;-4,26
-1,53;6,2;-9,55;-0,26;4,65;-1,39
-2,48;6,7;-9,93;-8,5;3,53;0,64
-0,19;7,94;-8,97;-1,13;15,35;-6,78
0,95;6,26;-7,12;5,44;13,64;1,55
1,17;5,84;-8,54;2,94;8,03;-0,87
-1,54;6,19;-8,73;-0,74;1,59;-3,49
-0,84;4,56;-3,94;-4,01;6,9;5,81
1,47;2,87;-2,91;-0,8;16,6;-1,4
-2,03;3,65;-7,32;2,25;8,26;0,35
-1,54;6,34;-9,83;2,6;10,97;2,76
1,06;7,34;-9,75;3,09;13,86;-4,24
-2,48;6,43;-9,02;-4,67;2,33;1,54
-2,83;6,81;-9,57;-6,65;9,98;-3,35
0,29;8;-9,24;2,73;18,18;-3,97
1,32;6,95;-6,63;4,28;13,82;2,81
0,65;5,54;-7,63;1,1;7,57;-3,98
-1,46;5,25;-8,28;-1,76;2,72;2,1
0,55;3,61;-3,62;-2,98;14,23;2,92
1,45;2,81;-2,75;0,69;16,5;-2,12
-2,51;4,41;-7,6;1,1;9,07;5,55
0;6,04;-10,22;2,6;15;-1,36
1,34;5,62;-8,95;1,13;8,65;-2,09
-3,38;5,61;-8;-7,9;4,32;2,4
-1,84;7,8;-8,96;-3,63;15,91;-5,4
1,15;6,35;-8,26;4,3;16,13;1,09
1,51;4,36;-6,56;2,13;10,05;1,21
0,72;5,81;-7,68;0,91;4,16;-2,86
-1,61;5,46;-6,95;-2,54;6,14;4,85
0,89;3,57;-3,25;-2,3;16,02;-0,2
1,08;1,92;-4,36;1,75;11,6;0,51
-2,16;3,67;-9,43;1,05;9,78;2,87
0,92;6,48;-11,3;3,05;13,84;-3,88
0,29;5,69;-9,3;-2,44;4,15;1,75
-3,03;6,16;-9,18;-8,68;6,52;-1,72
-0,5;7,21;-10,63;0,43;17,56;-5,12
0,9;6,98;-7,87;4,39;13,35;3,28
1,51;5,55;-6,16;1,51;5,96;-1,68
0,25;4,67;-8,19;-0,32;1,12;-0,25
-1,46;5,6;-6,55;-3,01;9,09;3,64
1,74;2,8;-3,35;0,7;15,98;-1,61
0,19;2,09;-5,03;2,36;6,76;2,18
-2,52;4,42;-10,02;2,31;10,69;-0,02
1,04;4,01;-11,48;2,78;10,44;-2,4
-0,08;5,1;-9,2;-5,87;0,22;0,12
-2,84;5,14;-10,38;-4,96;10,7;-5,64
-0,62;5,7;-11,3;4,24;16,89;-0,28
1,43;7;-8,14;2,64;10,05;2,88
1,97;4,28;-8;0,91;2,81;-3,49
-0,42;5,1;-9,06;-1,26;1,6;1,73
-0,95;6,38;-5,76;-2,04;13,19;0,36
1,91;3,65;-3,41;2,5;11,85;-0,81
-0,49;3,45;-6,79;1,63;6,81;3,63
-1,64;5,17;-11,11;3,07;11,77;-3,92
1,04;6,53;-10,36;0,31;3,56;-2,16
-1,52;6,32;-8,4;-7,96;3,35;-0,11
-2,92;6,69;-10,16;-0,59;15,43;-5,67
-0,66;8,38;-10,54;5,53;14,32;1,26
0,37;6,26;-7,91;1,73;7,58;-0,2
0,84;4,51;-7,91;0;1,26;-2,64
-1,26;6,32;-8,43;-3,24;7,07;3,33
-0,83;5,7;-4,57;-0,93;16,53;-1,27
1,44;3,69;-2,7;2,79;9,48;1,25
-1,73;4,07;-7,54;2,09;10,81;2,31
-1,34;5,85;-11,38;2,08;12,61;-3,89
1,18;6,93;-9,6;-4,97;2,21;0,44
-2,15;6,81;-7,71;-6,46;9,68;-3,35
-2,75;7,32;-9,79;2,97;19,45;-3,51
-0,3;8,28;-9,89;3,88;14,33;3,45
1,27;7,13;-6,71;0,88;6,52;-2,17
1,13;4,84;-7,78;-1,46;3,17;1,08
-1,57;4,74;-7,25;-2,88;13,58;2,06
0,04;4,3;-2,28;1,55;16,34;-2,37
1,03;3,11;-2,65;2,29;10,02;5,12
-2,31;4,06;-7,45;1,86;14,67;-0,09
0,15;4,49;-10,83;0,53;8,55;-2,82
1,38;5,56;-9,04;-6,97;3,23;1,87
-2,64;6,69;-7,35;-3,89;15,75;-5,17
-1,97;6,37;-10,18;4,36;18,46;0,67
0,52;7,6;-8,88;2,91;10,68;3,2
1,55;5,35;-7,29;0;2,91;-2,72
0,75;3,27;-8,85;-3,02;5,37;3,24
-0,98;5,27;-6,46;-1,76;16,65;-0,54
1,2;3,38;-2,54;2,08;12,21;-0,18
0,73;2,12;-3;0,78;9,6;3,78
-2,22;4,15;-9,34;1,7;13,39;-3,19
0,79;5,2;-12,09;-2,23;3,85;0,42
0,99;5,22;-8,24;-7,02;6,67;-2,46
-2,88;5,41;-8,36;0,88;16,93;-4,73
-1,59;7,54;-10,45;4,93;13,88;4,21
0,68;7,26;-9,18;1,82;7,11;-1,31
1,48;4,75;-7,64;-1,57;0,58;0,11
0,55;5;-8,49;-3,54;9,36;3,22
-0,89;5,08;-6,92;1,04;15,86;-2,54
1,66;3,04;-2,41;1,98;6,79;3,49
0,39;3,03;-4,58;1,83;12,37;0,14
-2,23;5,58;-10,39;1,78;10,99;-3,58
1,79;5,75;-11,86;-6,27;0,45;1,06
0,77;5,67;-9,65;-3,88;10,18;-5,46
-3,04;6,67;-9,1;4,77;16,05;-1,29
-0,96;7,19;-11,02;4,07;11,37;3,21
0,92;7,28;-9,06;1,9;3,62;-3,35
1,51;4,45;-8,47;-2,49;0,27;1,26
-0,36;4,88;-9,82;-1,87;12,08;0,65
-1,32;5,55;-5,35;2,76;12,25;-1,71
1,43;2;-2,47;1,78;7;3,03
-0,76;3,46;-5,95;3,3;12,55;-2,17
-2,25;5,47;-11,2;-1,82;5,16;-2,18
0,92;5,92;-12,29;-8,05;1,53;-1,19
-0,99;6,33;-8,85;0,59;13,82;-6,05
-3,07;5,82;-8,99;4,61;16,45;1,32
-0,89;8,78;-10,62;1,97;9,17;1,26
0,79;7,85;-8,57;-0,07;1,38;-2,82
1,29;5,11;-8,42;-4,08;5,93;2,47
-1,18;5,97;-9,01;-0,26;16,05;-1,6
-1,35;4,18;-4,05;2,93;10,6;0,77
1,44;3,95;-1,52;1,96;10,31;3,59
-1,32;4,88;-6,04;2,85;12,12;-4,22
-1,71;5,52;-10,31;-5,18;2,42;-0,13
1,32;7,07;-11;-7,59;8,9;-2,52
-1,93;5,1;-7,73;2,9;18,52;-4,29
-3,29;5,92;-7,66;4,17;14,44;3,86
-0,55;9,26;-9,75;0,64;8,15;-1,94
1,04;7,18;-6,83;-1,46;2,86;0,75
1;4,65;-8,07;-3,42;12,86;2,71
-1,56;4,54;-8,68;0,43;17,71;-3,39
0,09;3,57;-3,02;2,6;8,87;4,95
1,86;2,97;-2,84;3,16;14,18;0,65
-1,91;4,27;-7,05;0,67;10,44;-3,03
-0,38;5,21;-11,47;-7,91;2,97;1,34
1,58;5,5;-11,22;-4,27;14,43;-5,72
-2,22;5,83;-7,06;4,72;16,58;1,65
-2,42;6,43;-8,59;2,96;11;3,21
0,04;8,16;-8,77;-0,21;5,05;-3,66
1,67;6,59;-6,12;-3,42;4,38;3,61
1,14;4,29;-8,23;-2,74;15,74;-0,91
-1,01;5,05;-7,37;2,34;12,32;0,08
1,02;2,91;-2,27;2,42;9,42;4,81
0,99;2,84;-2,66;2,34;14,32;-3,72
-2,23;5,15;-8,08;-2,13;3,99;0,28
0,42;5,1;-12,05;-7,37;6,34;-1,27
0,94;6,4;-10,89;0,1;16,34;-4,3
-2,69;4,95;-8,26;5,31;12,92;4,06
-1,54;5,25;-10,21;2,9;8,39;-1,15
0,72;8,36;-9,4;-0,37;1,21;-0,63
1,95;5,52;-6,18;-3,85;8,02;3,07
1,07;4,73;-9,97;-0,26;16,39;-2,34
-0,67;4,68;-8,57;3,04;7,07;2,46
1,88;2,16;-2,22;2,63;10,83;0,79
0,9;3,92;-4,26;1,58;10,88;-2,89
-2,16;4,94;-8,74;-5,38;1,2;0,58
1,32;5,29;-12,16;-5,12;10,27;-4,45
0,82;5,84;-10,8;3,05;15,22;-0,7
-3,17;4,62;-8,2;5,02;9,91;2,92
-1,25;6,81;-10,77;2,34;4,04;-2,66
0,75;7,64;-8,13;-3,39;2,31;2,27
1,09;4,29;-6,8;-2,51;12,43;0,37
-0,08;4,58;-10,26;3,1;10,75;-2,06
-1,18;5,19;-6,83;2,78;6,88;3,99
1,48;3,02;-3,21;4,56;13,19;-2,21
-0,37;3,72;-5,37;-0,33;5,34;-2,97
-2,3;5,44;-10,75;-8,73;3,13;-1,21
1,45;6,6;-12,84;-1,53;13,25;-5,28
-0,81;6,86;-10;4,73;14,84;1,78
-3,16;5,65;-10,16;2,65;9,89;0,32
-0,41;7,86;-9,56;-0,59;0,71;-3,4
0,3;8,08;-6,75;-4,34;6,77;2,19
0,77;5;-7,63;-0,62;17,43;-0,79
-1,16;6,24;-9,02;2,63;8,99;1,25
-1,53;5,11;-5,05;3,16;10,07;1,88
1,37;2,68;-0,64;3,78;12,64;-3,61
-1,39;4,72;-5,05;-5,65;3,35;-0,36
-2,05;5,98;-10,49;-7,36;9,81;-3,58
0,6;7,02;-10,14;2,97;17,72;-2,92
-1,89;6,56;-8,96;3,44;13,26;2,47
-2,88;5,68;-9,01;0,97;7,62;-2,71
-0,85;8,33;-9,29;-1,36;4,95;0,83
1,02;6,92;-7,09;-3,96;13,2;1,75
1,27;4,18;-7,72;0,42;15,6;-2,51
-1,62;5,61;-9,18;2,17;9,45;4,35
-0,33;3,63;-4,17;2,84;14,47;0,92
2,19;2,24;-2,25;0,74;9,76;-3,33
-1,07;4,71;-5,89;-8,03;3,29;0,33
-0,61;5,31;-10,59;-4,25;15,31;-3,53
1,33;6,3;-11,63;4,1;16,66;0,33
-2,21;6,08;-8,15;2,74;9,63;2,73
-2,31;6,19;-9,22;0,79;5,11;-2,64
0,28;8,43;-8,46;-2,5;5,5;2,05
1,09;5,48;-5,45;-1,77;16,11;1,02
0,94;3,91;-8,15;1,86;11,67;0,37
-1,24;5,34;-7,03;1,02;8,69;3,81
0,21;2,67;-3,33;2,53;14,77;-3,73
1,5;2,6;-3,62;-2,07;4,36;-1,02
-1,81;4,05;-7,15;-7,83;6,76;0,04
0,3;5,04;-12,41;-0,96;16,37;-5,06
1,6;6,83;-10,84;4,04;12,45;3,16
-2,4;5,32;-8,44;3,03;8,52;-0,54
-1,41;6,81;-11,42;-0,66;1,7;-1,66
0,9;8,68;-8,9;-3;8,28;4,8
1,71;4,55;-6,19;1,15;15,46;-2,77
1,08;4,4;-8,72;1,91;6,88;2,56
-1,32;6,04;-7,14;2,91;11,25;3,16
1,08;3,52;-3,52;2,74;10,55;-4,9
1,23;3,15;-3,62;-5,86;1,1;0,79
-1,95;4,26;-8,2;-4,96;9,91;-4,23
0,8;5,01;-12,08;3,05;15,81;-2,07
0,45;6,14;-9,76;3,96;10,51;3,94
-2,85;5,11;-9,42;1,8;3,72;-3,97
-1,14;5,43;-11,28;-2,2;2,25;1,47
0,88;7,1;-8,61;-1,14;12,6;0,9
2,11;4,52;-7,96;3,13;12,45;-1,38
0,24;4,12;-9,87;1,64;6,85;5,26
-1,53;5,59;-7,32;3,02;11,83;-3,65
1,34;3,06;-4,11;1,12;6;-2,44
0,07;4,05;-6,51;-6,7;2,95;0,05
-1,82;5,3;-10,53;-2,47;13,3;-7,2
0,82;4,63;-10,9;4,31;14,21;1,71
-0,78;7,52;-9,46;2,37;8,83;0,28
-3,32;7,22;-9,98;-1,19;1,76;-3,52
-1,37;7,04;-10,16;-3,56;5,96;3,56
0,76;7,67;-6,76;0,17;16,64;-1,91
1,01;4,51;-6,83;2,45;9,39;2,06
-1,09;6,38;-8,71;1,73;10,1;4,38
-1,24;6,56;-4,59;3,66;13,81;-4,9
1,15;2,95;-2,47;-4,12;2,85;-0,01
-0,98;4,64;-5,69;-7,31;9,16;-3,03
-1,82;4,9;-10,19;2,47;18,58;-4,53
1,34;6,03;-11,01;3,2;13,93;3,59
-1,43;7,88;-7,82;0,55;7,71;-3,18
-4,07;6,13;-9,73;-1,47;3,35;-0,42
-0,81;8,17;-9,93;-3,02;13,56;3,4
0,98;7,52;-6,66;1,45;16,7;-1,94
0,39;4,12;-8,41;1,27;8,6;4,72
-1,49;5,54;-7,04;2,33;14,58;0,84
-0,74;4,49;-3,42;1,04;9,84;-3,79
1,61;3,46;-3,52;-8,05;3,23;0,63
-1,2;4,15;-6,22;-3,35;14,83;-4,36
-0,85;4,07;-10,64;3,53;16,71;0,57
2,16;6,14;-9,5;2,1;11,09;2,67
-1,47;6,4;-6,66;1,47;4,69;-3,4
-3,2;7,31;-9,27;-3,58;4,85;2,73
-0,17;8,47;-8,89;-1,67;15,83;0,24
1,75;5,07;-6,17;2,37;11,87;-0,22
0,94;3,76;-8,05;0,2;9,38;4,99
-1,52;4,95;-7,6;3,14;14,05;-2,76
0,29;4,45;-3,24;-2,9;3,83;-1,28
1,31;3,21;-3,25;-8,21;5,87;-0,95
-2,06;3,13;-8,11;1,33;16,59;-4,57
0,02;4,39;-12,39;3,88;12,98;3,88
1,65;5,29;-10;1,55;7,64;-0,01
